epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.5743129725726146,0.15919811320754718,0.5702331728405423,0.1712962962962963,2024-11-29 18:52:09.471302
1,0.483960711731101,0.1792452830188679,0.45728496931217333,0.19675925925925927,2024-11-29 18:52:09.471302
2,0.44211298339771776,0.22169811320754718,0.43081945843166775,0.24074074074074073,2024-11-29 18:52:09.471302
3,0.413855069650794,0.2653301886792453,0.40437665912840104,0.2800925925925926,2024-11-29 18:52:09.471302
4,0.39788256894867374,0.29009433962264153,0.39428457728138677,0.3055555555555556,2024-11-29 18:52:09.471302
5,0.3892876961321201,0.31485849056603776,0.38675890697373283,0.3333333333333333,2024-11-29 18:52:09.471302
6,0.38092325149842027,0.3856132075471698,0.3814233596678133,0.37962962962962965,2024-11-29 18:52:09.471302
7,0.37530318239949784,0.4044811320754717,0.3747984689694864,0.41203703703703703,2024-11-29 18:52:09.471302
8,0.3697518385806174,0.4528301886792453,0.3697299659252167,0.41435185185185186,2024-11-29 18:52:09.471302
9,0.3662778414645285,0.4492924528301887,0.36449072537598787,0.4375,2024-11-29 18:52:09.471302
10,0.36193011335606845,0.46226415094339623,0.3622134338926386,0.44212962962962965,2024-11-29 18:52:09.471302
11,0.3571474951393199,0.49764150943396224,0.3578943301130224,0.4675925925925926,2024-11-29 18:52:09.471302
12,0.3518532064725768,0.5106132075471698,0.3533195224073198,0.5046296296296297,2024-11-29 18:52:09.471302
13,0.35035761122433645,0.527122641509434,0.35010666648546857,0.49074074074074076,2024-11-29 18:52:09.471302
14,0.34376319174496633,0.5459905660377359,0.34601664543151855,0.5138888888888888,2024-11-29 18:52:09.471302
15,0.3427146257094617,0.5448113207547169,0.34137278022589507,0.5300925925925926,2024-11-29 18:52:09.471302
16,0.33888498735877703,0.5459905660377359,0.3394740974461591,0.5254629629629629,2024-11-29 18:52:09.471302
17,0.3365202652958204,0.5577830188679245,0.33498072072311685,0.5509259259259259,2024-11-29 18:52:09.471302
18,0.3324234553103177,0.5672169811320755,0.3335157301690843,0.5625,2024-11-29 18:52:09.471302
19,0.3276957796429688,0.5731132075471698,0.3295671387954994,0.5949074074074074,2024-11-29 18:52:09.471302
