epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.5741559913698232,0.16037735849056603,0.578449406005718,0.1712962962962963,2024-11-26 10:17:01.386894
1,0.4843616856718963,0.1804245283018868,0.4747724345436803,0.18518518518518517,2024-11-26 10:17:01.386894
2,0.44151279217792005,0.20636792452830188,0.44017209278212654,0.22685185185185186,2024-11-26 10:17:01.386894
3,0.41638791786049895,0.24528301886792453,0.41350726286570233,0.2569444444444444,2024-11-26 10:17:01.386894
4,0.4019671751643127,0.28537735849056606,0.40470634897549945,0.2916666666666667,2024-11-26 10:17:01.386894
5,0.39237098536401427,0.3125,0.39346724527853505,0.3263888888888889,2024-11-26 10:17:01.386894
6,0.38637600642330244,0.33490566037735847,0.389991017403426,0.3333333333333333,2024-11-26 10:17:01.386894
7,0.3819555420920534,0.37264150943396224,0.38616891150121335,0.36574074074074076,2024-11-26 10:17:01.386894
8,0.3779925507194591,0.3856132075471698,0.37920602604194925,0.3958333333333333,2024-11-26 10:17:01.386894
9,0.37394941302965273,0.41037735849056606,0.37589834575299863,0.38425925925925924,2024-11-26 10:17:01.386894
10,0.3699740953040573,0.44693396226415094,0.370133430869491,0.4398148148148148,2024-11-26 10:17:01.386894
11,0.36555033922195435,0.43160377358490565,0.3683490068824203,0.42824074074074076,2024-11-26 10:17:01.386894
12,0.36054347146232174,0.46108490566037735,0.3624623406816412,0.45601851851851855,2024-11-26 10:17:01.386894
13,0.35845407449974204,0.4705188679245283,0.3594540512120282,0.49074074074074076,2024-11-26 10:17:01.386894
14,0.35551878809928894,0.4740566037735849,0.3586373969360634,0.4675925925925926,2024-11-26 10:17:01.386894
15,0.3513284269368874,0.4858490566037736,0.35387600351262977,0.5046296296296297,2024-11-26 10:17:01.386894
16,0.34766183203121404,0.5117924528301887,0.3488113184769948,0.5185185185185185,2024-11-26 10:17:01.386894
17,0.3453473150730133,0.5047169811320755,0.34767800017639444,0.5208333333333334,2024-11-26 10:17:01.386894
18,0.34112256146826836,0.5129716981132075,0.3485078811645508,0.5,2024-11-26 10:17:01.386894
19,0.3427811731707375,0.5165094339622641,0.3445147242810991,0.5115740740740741,2024-11-26 10:17:01.386894
20,0.3373631604437558,0.5400943396226415,0.3398671602761304,0.5254629629629629,2024-11-26 10:17:01.386894
21,0.3337276892841987,0.5613207547169812,0.33677514725261265,0.5115740740740741,2024-11-26 10:17:01.386894
22,0.3330522269572852,0.5365566037735849,0.33242652703214576,0.5486111111111112,2024-11-26 10:17:01.386894
23,0.3297030638973668,0.5695754716981132,0.3329314710917296,0.5486111111111112,2024-11-26 10:17:01.386894
24,0.32744056604943184,0.5613207547169812,0.3297234254854697,0.5532407407407407,2024-11-26 10:17:01.386894
25,0.3280786000332742,0.5601415094339622,0.3293832739194234,0.5578703703703703,2024-11-26 10:17:01.386894
26,0.3207872172571578,0.6061320754716981,0.3254234360324012,0.5694444444444444,2024-11-26 10:17:01.386894
27,0.318520835548077,0.6108490566037735,0.3234056731065114,0.5787037037037037,2024-11-26 10:17:01.386894
28,0.3173336122395857,0.5849056603773585,0.3177129460705651,0.5972222222222222,2024-11-26 10:17:01.386894
29,0.3168846222589601,0.597877358490566,0.3212687384199213,0.5578703703703703,2024-11-26 10:17:01.386894
30,0.3128193054559096,0.5966981132075472,0.3166248599688212,0.5856481481481481,2024-11-26 10:17:01.386894
31,0.31068149096560926,0.5860849056603774,0.3148366499830175,0.5694444444444444,2024-11-26 10:17:01.386894
32,0.30822672259132816,0.6120283018867925,0.313483699604317,0.5972222222222222,2024-11-26 10:17:01.386894
33,0.3075719956519469,0.6238207547169812,0.3124824817533846,0.5740740740740741,2024-11-26 10:17:01.386894
34,0.30396132592885,0.6179245283018868,0.31133244434992474,0.6018518518518519,2024-11-26 10:17:01.386894
35,0.30250392488713534,0.6132075471698113,0.306051011438723,0.6111111111111112,2024-11-26 10:17:01.386894
