epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.5771661783164402,0.1509433962264151,0.5720561279190911,0.16898148148148148,2024-12-01 20:57:00.245948
1,0.4868569216638241,0.16981132075471697,0.4678599668873681,0.19907407407407407,2024-12-01 20:57:00.245948
2,0.44045320265697985,0.23349056603773585,0.433383521106508,0.2337962962962963,2024-12-01 20:57:00.245948
3,0.41108997981503326,0.27712264150943394,0.4041000814349563,0.2962962962962963,2024-12-01 20:57:00.245948
4,0.39287830861109607,0.3466981132075472,0.3942326064463015,0.3263888888888889,2024-12-01 20:57:00.245948
5,0.3822235644988294,0.3891509433962264,0.38286330964830184,0.3819444444444444,2024-12-01 20:57:00.245948
6,0.37345577804547436,0.43160377358490565,0.37824078069792855,0.4097222222222222,2024-12-01 20:57:00.245948
7,0.3671255983271689,0.455188679245283,0.37313615723892496,0.44675925925925924,2024-12-01 20:57:00.245948
8,0.36029364084297755,0.49056603773584906,0.36692524508193686,0.4837962962962963,2024-12-01 20:57:00.245948
9,0.3530202221195653,0.5389150943396226,0.3607742698104293,0.4837962962962963,2024-12-01 20:57:00.245948
10,0.34679244430559986,0.5672169811320755,0.3549960123168098,0.5092592592592593,2024-12-01 20:57:00.245948
11,0.34098961668194466,0.5849056603773585,0.35185030985761573,0.5138888888888888,2024-12-01 20:57:00.245948
12,0.3347722185107897,0.6014150943396226,0.3466550045543247,0.5648148148148148,2024-12-01 20:57:00.245948
13,0.33049487617780576,0.6285377358490566,0.34253432794853494,0.5763888888888888,2024-12-01 20:57:00.245948
14,0.3268981699673635,0.6285377358490566,0.34014762772454155,0.5648148148148148,2024-12-01 20:57:00.245948
15,0.3220804288702191,0.6226415094339622,0.3360025926872536,0.5787037037037037,2024-12-01 20:57:00.245948
16,0.31717689307230823,0.6462264150943396,0.3302580482429928,0.5949074074074074,2024-12-01 20:57:00.245948
17,0.31261269382710727,0.6591981132075472,0.32881306387760023,0.5787037037037037,2024-12-01 20:57:00.245948
18,0.30815140874880664,0.6757075471698113,0.3271122994246306,0.5787037037037037,2024-12-01 20:57:00.245948
19,0.30368232502127596,0.6992924528301887,0.3230199891108054,0.5856481481481481,2024-12-01 20:57:00.245948
20,0.29913687312378073,0.7099056603773585,0.3193280553376233,0.5879629629629629,2024-12-01 20:57:00.245948
21,0.29561466034853234,0.7169811320754716,0.31634875138600665,0.5810185185185185,2024-12-01 20:57:00.245948
22,0.29355409347786093,0.7087264150943396,0.3116527188707281,0.6157407407407407,2024-12-01 20:57:00.245948
23,0.287804532725856,0.7370283018867925,0.3099632274221491,0.5949074074074074,2024-12-01 20:57:00.245948
24,0.2833234825224247,0.7476415094339622,0.3080485352763423,0.6041666666666666,2024-12-01 20:57:00.245948
25,0.28162765699737474,0.7429245283018868,0.30645461987566064,0.6041666666666666,2024-12-01 20:57:00.245948
26,0.27532976022306477,0.7570754716981132,0.30300600992308724,0.6134259259259259,2024-12-01 20:57:00.245948
27,0.2717824136873461,0.7523584905660378,0.29992601496201976,0.6157407407407407,2024-12-01 20:57:00.245948
28,0.2702826624209026,0.7724056603773585,0.2951427052418391,0.6412037037037037,2024-12-01 20:57:00.245948
29,0.2666692430118345,0.7665094339622641,0.2964503555386155,0.6203703703703703,2024-12-01 20:57:00.245948
30,0.26316756544248116,0.7841981132075472,0.2935538612030171,0.6527777777777778,2024-12-01 20:57:00.245948
31,0.257794219086755,0.7971698113207547,0.28814200670630846,0.6481481481481481,2024-12-01 20:57:00.245948
32,0.255560854414724,0.7830188679245284,0.28958688565978297,0.6481481481481481,2024-12-01 20:57:00.245948
33,0.2533108468325633,0.7900943396226415,0.287172371590579,0.6527777777777778,2024-12-01 20:57:00.245948
34,0.24857660959351738,0.7936320754716981,0.28632784717612797,0.6597222222222222,2024-12-01 20:57:00.245948
35,0.24542735376448002,0.8160377358490566,0.27873930555802806,0.6805555555555556,2024-12-01 20:57:00.245948
36,0.24142956565011223,0.8290094339622641,0.2791730629073249,0.6574074074074074,2024-12-01 20:57:00.245948
