epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.5744437131116975,0.15330188679245282,0.5704066819614835,0.17824074074074073,2024-11-29 18:30:02.044559
1,0.48547790747768477,0.17099056603773585,0.45797731699766936,0.21296296296296297,2024-11-29 18:30:02.044559
2,0.4411535212453806,0.21580188679245282,0.4238736817130336,0.25,2024-11-29 18:30:02.044559
3,0.41192304244581257,0.26297169811320753,0.40453928377893233,0.2777777777777778,2024-11-29 18:30:02.044559
4,0.39709449095546073,0.29952830188679247,0.3954024049970839,0.2847222222222222,2024-11-29 18:30:02.044559
5,0.38789530745092426,0.35377358490566035,0.38552866489798937,0.3472222222222222,2024-11-29 18:30:02.044559
6,0.38213503585671477,0.37028301886792453,0.3805337239194799,0.38657407407407407,2024-11-29 18:30:02.044559
7,0.3755863421368149,0.4268867924528302,0.3768839317339438,0.3958333333333333,2024-11-29 18:30:02.044559
8,0.3714246148208402,0.44339622641509435,0.3715173028133534,0.38657407407407407,2024-11-29 18:30:02.044559
9,0.3645643355711451,0.45754716981132076,0.3665415346622467,0.4444444444444444,2024-11-29 18:30:02.044559
10,0.35944957159600166,0.4834905660377358,0.36292748318778145,0.4444444444444444,2024-11-29 18:30:02.044559
11,0.3551392915113917,0.5058962264150944,0.3579650145989877,0.46296296296296297,2024-11-29 18:30:02.044559
12,0.34966095044927775,0.5235849056603774,0.35078978207376266,0.5023148148148148,2024-11-29 18:30:02.044559
13,0.34674160491745426,0.5294811320754716,0.3489202051251023,0.5092592592592593,2024-11-29 18:30:02.044559
14,0.3423302724676312,0.5412735849056604,0.34482590578220507,0.5347222222222222,2024-11-29 18:30:02.044559
15,0.3385781364620857,0.5742924528301887,0.34193317536954526,0.5393518518518519,2024-11-29 18:30:02.044559
16,0.3341775592767967,0.5790094339622641,0.3386913504865434,0.5254629629629629,2024-11-29 18:30:02.044559
17,0.3321112208771256,0.5790094339622641,0.33387256662050885,0.5787037037037037,2024-11-29 18:30:02.044559
18,0.3301695888897158,0.5695754716981132,0.3325311662974181,0.5509259259259259,2024-11-29 18:30:02.044559
19,0.323321281739001,0.6073113207547169,0.33026772185608194,0.5555555555555556,2024-11-29 18:30:02.044559
20,0.32232980570703185,0.6061320754716981,0.32588354856879626,0.5578703703703703,2024-11-29 18:30:02.044559
21,0.31868436876332984,0.6155660377358491,0.3221750193172031,0.5740740740740741,2024-11-29 18:30:02.044559
22,0.3154086352519269,0.6261792452830188,0.31906487654756616,0.5833333333333334,2024-11-29 18:30:02.044559
23,0.31094342863784646,0.6214622641509434,0.31638296886726663,0.5972222222222222,2024-11-29 18:30:02.044559
24,0.3093616467601848,0.6438679245283019,0.31550366238311484,0.5902777777777778,2024-11-29 18:30:02.044559
25,0.30607815058726184,0.6415094339622641,0.3123369912306468,0.5856481481481481,2024-11-29 18:30:02.044559
26,0.30605229229297276,0.6202830188679245,0.3107555961167371,0.5856481481481481,2024-11-29 18:30:02.044559
27,0.2986929017417836,0.6580188679245284,0.30777569501488294,0.5879629629629629,2024-11-29 18:30:02.044559
28,0.29853965538852617,0.6580188679245284,0.3024553777994933,0.6087962962962963,2024-11-29 18:30:02.044559
29,0.2969836989101374,0.6485849056603774,0.3025702353980806,0.6087962962962963,2024-11-29 18:30:02.044559
30,0.294002114320701,0.6698113207547169,0.29986250345353727,0.6203703703703703,2024-11-29 18:30:02.044559
31,0.2931066445022259,0.6580188679245284,0.2975834674305386,0.6180555555555556,2024-11-29 18:30:02.044559
32,0.29020787522477925,0.6615566037735849,0.2976781990793016,0.6319444444444444,2024-11-29 18:30:02.044559
33,0.2865401911285688,0.6792452830188679,0.2955348039114917,0.625,2024-11-29 18:30:02.044559
34,0.28486719333900595,0.6768867924528302,0.2924499175062886,0.6226851851851852,2024-11-29 18:30:02.044559
35,0.2817899042143012,0.6686320754716981,0.29219145245022243,0.6226851851851852,2024-11-29 18:30:02.044559
36,0.2809809482884857,0.6768867924528302,0.28878379419997885,0.6273148148148148,2024-11-29 18:30:02.044559
37,0.2790524411313939,0.6757075471698113,0.28861782396281205,0.6458333333333334,2024-11-29 18:30:02.044559
38,0.27668052152642664,0.7110849056603774,0.2885299060079787,0.6226851851851852,2024-11-29 18:30:02.044559
39,0.2765674776626083,0.6933962264150944,0.28540772751525595,0.6365740740740741,2024-11-29 18:30:02.044559
40,0.271656760348464,0.7040094339622641,0.2822691439478486,0.6365740740740741,2024-11-29 18:30:02.044559
41,0.27200668262985517,0.7016509433962265,0.2811683902034053,0.6458333333333334,2024-11-29 18:30:02.044559
42,0.2678800458615681,0.7181603773584906,0.2819391306903627,0.6296296296296297,2024-11-29 18:30:02.044559
43,0.26541361072153413,0.7110849056603774,0.2814241796731949,0.6481481481481481,2024-11-29 18:30:02.044559
44,0.2635881614010289,0.7134433962264151,0.2786747526239466,0.6458333333333334,2024-11-29 18:30:02.044559
45,0.2633149522655415,0.7087264150943396,0.2792287209519633,0.6435185185185185,2024-11-29 18:30:02.044559
46,0.26128733804765736,0.7099056603773585,0.2741090986463759,0.6527777777777778,2024-11-29 18:30:02.044559
47,0.26042748790866926,0.7063679245283019,0.27306090516072734,0.6550925925925926,2024-11-29 18:30:02.044559
48,0.2581030048851697,0.7252358490566038,0.273592761821217,0.6435185185185185,2024-11-29 18:30:02.044559
49,0.2594500549559323,0.7158018867924528,0.2695951202401408,0.6712962962962963,2024-11-29 18:30:02.044559
50,0.2526033894633347,0.7441037735849056,0.2715195053153568,0.6527777777777778,2024-11-29 18:30:02.044559
51,0.25323656791785976,0.7334905660377359,0.2682516536226979,0.6620370370370371,2024-11-29 18:30:02.044559
52,0.2517032314021632,0.722877358490566,0.2669859478871028,0.6527777777777778,2024-11-29 18:30:02.044559
53,0.2512850305944119,0.7205188679245284,0.2675533730674673,0.6574074074074074,2024-11-29 18:30:02.044559
54,0.24773111180314478,0.7275943396226415,0.26604060221601417,0.6597222222222222,2024-11-29 18:30:02.044559
55,0.24836638963447427,0.7346698113207547,0.26484166527235947,0.6527777777777778,2024-11-29 18:30:02.044559
56,0.24743345745329587,0.7252358490566038,0.26672921633278884,0.6666666666666666,2024-11-29 18:30:02.044559
57,0.24323879407261903,0.7606132075471698,0.2604992505576875,0.6759259259259259,2024-11-29 18:30:02.044559
58,0.24116715395225669,0.7582547169811321,0.26074858396141615,0.6481481481481481,2024-11-29 18:30:02.044559
59,0.24154187260933643,0.7535377358490566,0.25707342227300006,0.6712962962962963,2024-11-29 18:30:02.044559
60,0.23994081593909353,0.7488207547169812,0.2594616115093231,0.6574074074074074,2024-11-29 18:30:02.044559
61,0.24081364751986736,0.7370283018867925,0.2579620298412111,0.6689814814814815,2024-11-29 18:30:02.044559
62,0.23792601194021837,0.7358490566037735,0.2540134594396309,0.6712962962962963,2024-11-29 18:30:02.044559
63,0.23557552273543375,0.7570754716981132,0.2536450078090032,0.6412037037037037,2024-11-29 18:30:02.044559
