epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.5762112747948125,0.1580188679245283,0.5733344444522152,0.17592592592592593,2024-11-29 20:42:31.484479
1,0.48629395073314885,0.1580188679245283,0.4705487975367793,0.1875,2024-11-29 20:42:31.484479
2,0.44386633949459725,0.19929245283018868,0.43056140895243045,0.24305555555555555,2024-11-29 20:42:31.484479
3,0.4160370523074888,0.24410377358490565,0.4099524374361391,0.2662037037037037,2024-11-29 20:42:31.484479
4,0.40073196674292944,0.28537735849056606,0.39982305080802355,0.30324074074074076,2024-11-29 20:42:31.484479
5,0.3906874712908043,0.3242924528301887,0.39047241652453385,0.3402777777777778,2024-11-29 20:42:31.484479
6,0.3846386693558603,0.37264150943396224,0.3850828155323311,0.3541666666666667,2024-11-29 20:42:31.484479
7,0.37973720116435355,0.3785377358490566,0.38012737698025173,0.37037037037037035,2024-11-29 20:42:31.484479
8,0.3725298924266167,0.4257075471698113,0.3760348536350109,0.4027777777777778,2024-11-29 20:42:31.484479
9,0.3718559882550869,0.41627358490566035,0.37524517708354527,0.41203703703703703,2024-11-29 20:42:31.484479
10,0.36625801054936535,0.44339622641509435,0.3687246596371686,0.4212962962962963,2024-11-29 20:42:31.484479
11,0.36114523039673857,0.4740566037735849,0.36071990264786613,0.4699074074074074,2024-11-29 20:42:31.484479
12,0.35732094634254025,0.4834905660377358,0.358151755951069,0.4861111111111111,2024-11-29 20:42:31.484479
13,0.35169910091274187,0.49292452830188677,0.35364830162790084,0.49537037037037035,2024-11-29 20:42:31.484479
14,0.3493895856839306,0.5117924528301887,0.3502789095596031,0.5138888888888888,2024-11-29 20:42:31.484479
15,0.34705953890422603,0.5294811320754716,0.3485536707772149,0.5231481481481481,2024-11-29 20:42:31.484479
16,0.3441186108679142,0.5200471698113207,0.34525970507551124,0.5046296296296297,2024-11-29 20:42:31.484479
17,0.3379560922676662,0.5530660377358491,0.34170307163838987,0.5370370370370371,2024-11-29 20:42:31.484479
18,0.33489623834502025,0.5766509433962265,0.33813788934990213,0.5370370370370371,2024-11-29 20:42:31.484479
19,0.3324959559260674,0.5648584905660378,0.3369083360389427,0.5601851851851852,2024-11-29 20:42:31.484479
20,0.3284431352930249,0.5589622641509434,0.3343408262288129,0.5277777777777778,2024-11-29 20:42:31.484479
21,0.32904518606527794,0.5601415094339622,0.3306578342561369,0.5625,2024-11-29 20:42:31.484479
22,0.32324708351549114,0.5931603773584906,0.3262167241838243,0.5694444444444444,2024-11-29 20:42:31.484479
23,0.3224326827616062,0.5837264150943396,0.3238588085880986,0.5763888888888888,2024-11-29 20:42:31.484479
24,0.31841698570071525,0.597877358490566,0.3236561240973296,0.5740740740740741,2024-11-29 20:42:31.484479
25,0.31652874035655326,0.5837264150943396,0.3195765360637947,0.5763888888888888,2024-11-29 20:42:31.484479
26,0.313436875928123,0.5955188679245284,0.32111937911422167,0.5717592592592593,2024-11-29 20:42:31.484479
27,0.312761460272771,0.6120283018867925,0.31885768638716805,0.5879629629629629,2024-11-29 20:42:31.484479
28,0.3103855162296655,0.6061320754716981,0.31641445005381547,0.5879629629629629,2024-11-29 20:42:31.484479
29,0.30613688421699237,0.6084905660377359,0.3108087822243019,0.5902777777777778,2024-11-29 20:42:31.484479
30,0.3064177469262537,0.6202830188679245,0.3120384867544527,0.5787037037037037,2024-11-29 20:42:31.484479
31,0.3027028441429138,0.6367924528301887,0.31054987730803313,0.5925925925925926,2024-11-29 20:42:31.484479
32,0.3029768242026275,0.6415094339622641,0.30981417607378076,0.5717592592592593,2024-11-29 20:42:31.484479
33,0.2970656730094046,0.6297169811320755,0.30487840043173897,0.5833333333333334,2024-11-29 20:42:31.484479
34,0.2982197477007812,0.6226415094339622,0.3015157061594504,0.6018518518518519,2024-11-29 20:42:31.484479
35,0.29447583516813675,0.652122641509434,0.29729841373584887,0.6064814814814815,2024-11-29 20:42:31.484479
36,0.29365857760861236,0.6426886792452831,0.3023104855307826,0.5833333333333334,2024-11-29 20:42:31.484479
37,0.29072911165795234,0.6533018867924528,0.2979262614691699,0.6041666666666666,2024-11-29 20:42:31.484479
38,0.28996154412908376,0.6580188679245284,0.2969595856136746,0.5902777777777778,2024-11-29 20:42:31.484479
39,0.2912385444033821,0.660377358490566,0.295222114081736,0.6041666666666666,2024-11-29 20:42:31.484479
40,0.2879304433206342,0.6674528301886793,0.29323180902887275,0.5995370370370371,2024-11-29 20:42:31.484479
41,0.28519992249191933,0.6580188679245284,0.29250678530445806,0.6041666666666666,2024-11-29 20:42:31.484479
42,0.2830733946471844,0.6650943396226415,0.2916421840588252,0.6018518518518519,2024-11-29 20:42:31.484479
43,0.2803586544293278,0.6851415094339622,0.28549874270403824,0.6273148148148148,2024-11-29 20:42:31.484479
44,0.2789908847156561,0.6886792452830188,0.2883034469904723,0.6087962962962963,2024-11-29 20:42:31.484479
45,0.2790080837483676,0.6792452830188679,0.284273244716503,0.6342592592592593,2024-11-29 20:42:31.484479
46,0.2749504691587304,0.6733490566037735,0.28332211629108145,0.6273148148148148,2024-11-29 20:42:31.484479
47,0.27601857033540617,0.6863207547169812,0.285714449705901,0.6064814814814815,2024-11-29 20:42:31.484479
48,0.2707918007981102,0.6910377358490566,0.284655820440363,0.6180555555555556,2024-11-29 20:42:31.484479
49,0.26965615434466667,0.6674528301886793,0.2807232433999026,0.6319444444444444,2024-11-29 20:42:31.484479
