epoch,training_loss,training_accuracy,validation_loss,validation_accuracy,time_stamp
0,0.6303063057087086,0.15856481481481483,0.6625787445477077,0.13392857142857142,2024-12-01 21:22:23.498362
1,0.5794359048207601,0.1423611111111111,0.6036461676870074,0.16964285714285715,2024-12-01 21:22:23.498362
2,0.5417333620565908,0.16203703703703703,0.5499041506222316,0.16517857142857142,2024-12-01 21:22:23.498362
3,0.5169006056255765,0.17592592592592593,0.5338856620447976,0.14955357142857142,2024-12-01 21:22:23.498362
4,0.49816561738650006,0.15046296296296297,0.5071087607315609,0.16964285714285715,2024-12-01 21:22:23.498362
5,0.4802573334287714,0.17592592592592593,0.4972000632967268,0.16517857142857142,2024-12-01 21:22:23.498362
6,0.46735781210440175,0.16203703703703703,0.4835476832730429,0.16964285714285715,2024-12-01 21:22:23.498362
7,0.4577363000975715,0.17476851851851852,0.4695796583380018,0.21651785714285715,2024-12-01 21:22:23.498362
8,0.44801586976757757,0.19212962962962962,0.45954230427742004,0.20982142857142858,2024-12-01 21:22:23.498362
9,0.4402465246341847,0.21875,0.45443386903830935,0.22991071428571427,2024-12-01 21:22:23.498362
10,0.4334406278751515,0.20717592592592593,0.4462633452245167,0.23660714285714285,2024-12-01 21:22:23.498362
11,0.4265197813510895,0.20833333333333334,0.4378453769854137,0.234375,2024-12-01 21:22:23.498362
12,0.4212804304228889,0.21643518518518517,0.4333316023860659,0.2611607142857143,2024-12-01 21:22:23.498362
13,0.4183910047566449,0.2337962962962963,0.42968012605394634,0.24330357142857142,2024-12-01 21:22:23.498362
14,0.41455487299848487,0.2349537037037037,0.4225425124168396,0.24776785714285715,2024-12-01 21:22:23.498362
15,0.4096106975166886,0.24189814814814814,0.41920020963464466,0.2767857142857143,2024-12-01 21:22:23.498362
16,0.4090089069472419,0.23958333333333334,0.4158437209469931,0.2700892857142857,2024-12-01 21:22:23.498362
17,0.40704979057665225,0.2511574074074074,0.4093696155718395,0.3169642857142857,2024-12-01 21:22:23.498362
18,0.40440700561911974,0.23726851851851852,0.41009646015507834,0.3013392857142857,2024-12-01 21:22:23.498362
19,0.40190937121709186,0.25462962962962965,0.4073204611028944,0.31026785714285715,2024-12-01 21:22:23.498362
20,0.4007723033428192,0.2962962962962963,0.4051243705408914,0.3392857142857143,2024-12-01 21:22:23.498362
21,0.3994645807478163,0.27314814814814814,0.40163010571684155,0.33482142857142855,2024-12-01 21:22:23.498362
22,0.397025716525537,0.30439814814814814,0.4036035793168204,0.3392857142857143,2024-12-01 21:22:23.498362
23,0.3979765828009005,0.2789351851851852,0.4016620452914919,0.328125,2024-12-01 21:22:23.498362
24,0.3949232300122579,0.3125,0.390944242477417,0.3638392857142857,2024-12-01 21:22:23.498362
25,0.392386707994673,0.3113425925925926,0.3951323287827628,0.3549107142857143,2024-12-01 21:22:23.498362
26,0.39188869131935966,0.32175925925925924,0.39320594923836844,0.359375,2024-12-01 21:22:23.498362
27,0.38977565588774504,0.3229166666666667,0.3911484714065279,0.3638392857142857,2024-12-01 21:22:23.498362
28,0.3897590129463761,0.3402777777777778,0.38878590932914187,0.38392857142857145,2024-12-01 21:22:23.498362
29,0.38943711254331803,0.31828703703703703,0.3863464764186314,0.390625,2024-12-01 21:22:23.498362
30,0.3875649118864978,0.3275462962962963,0.3874726210321699,0.4017857142857143,2024-12-01 21:22:23.498362
31,0.38420413048179064,0.3576388888888889,0.38703436723777224,0.375,2024-12-01 21:22:23.498362
32,0.38564339721644364,0.33564814814814814,0.38607838324138094,0.36830357142857145,2024-12-01 21:22:23.498362
33,0.384243733353085,0.3599537037037037,0.3821407364947455,0.40848214285714285,2024-12-01 21:22:23.498362
34,0.3827988604704539,0.34837962962962965,0.38350018646035877,0.3861607142857143,2024-12-01 21:22:23.498362
35,0.3820224978305675,0.3587962962962963,0.38182905103479114,0.39285714285714285,2024-12-01 21:22:23.498362
36,0.37955783031604906,0.40162037037037035,0.37601883709430695,0.4419642857142857,2024-12-01 21:22:23.498362
37,0.3810916509893205,0.36689814814814814,0.37953585386276245,0.3794642857142857,2024-12-01 21:22:23.498362
38,0.3783487048414018,0.375,0.3780732112271445,0.39285714285714285,2024-12-01 21:22:23.498362
39,0.37865125029175367,0.38078703703703703,0.3769321697098868,0.390625,2024-12-01 21:22:23.498362
40,0.37639924111189665,0.3923611111111111,0.37471918974603924,0.41517857142857145,2024-12-01 21:22:23.498362
41,0.37627467292326466,0.3923611111111111,0.37336011443819317,0.42410714285714285,2024-12-01 21:22:23.498362
42,0.37531565847220244,0.3680555555555556,0.371872861470495,0.41294642857142855,2024-12-01 21:22:23.498362
43,0.3729411738890189,0.41087962962962965,0.3720125939164843,0.40625,2024-12-01 21:22:23.498362
44,0.3716002404689789,0.40625,0.3721855580806732,0.42410714285714285,2024-12-01 21:22:23.498362
45,0.3725286302743135,0.4085648148148148,0.36866299169404165,0.4107142857142857,2024-12-01 21:22:23.498362
46,0.3724523032153094,0.40162037037037035,0.37156182527542114,0.40848214285714285,2024-12-01 21:22:23.498362
47,0.37073512099407335,0.39351851851851855,0.3670337838785989,0.44642857142857145,2024-12-01 21:22:23.498362
48,0.3688689547556418,0.4027777777777778,0.36781711876392365,0.43526785714285715,2024-12-01 21:22:23.498362
49,0.3706019984351264,0.4131944444444444,0.36185537704399656,0.4575892857142857,2024-12-01 21:22:23.498362
50,0.3680678396313279,0.4050925925925926,0.36251124313899447,0.45982142857142855,2024-12-01 21:22:23.498362
51,0.3679635999379335,0.4398148148148148,0.36030328486646923,0.4575892857142857,2024-12-01 21:22:23.498362
52,0.36685524273801734,0.4270833333333333,0.36182879975863863,0.44642857142857145,2024-12-01 21:22:23.498362
53,0.3643448054790497,0.46412037037037035,0.3611802565199988,0.47767857142857145,2024-12-01 21:22:23.498362
54,0.3629204354904316,0.44675925925925924,0.3596255012920925,0.4375,2024-12-01 21:22:23.498362
55,0.3646058142185211,0.4039351851851852,0.3575677786554609,0.46205357142857145,2024-12-01 21:22:23.498362
56,0.36354778320701037,0.4270833333333333,0.356455283505576,0.47767857142857145,2024-12-01 21:22:23.498362
57,0.36374142986756786,0.4340277777777778,0.35891950130462646,0.47767857142857145,2024-12-01 21:22:23.498362
58,0.3626415177627846,0.4212962962962963,0.3574711616550173,0.46651785714285715,2024-12-01 21:22:23.498362
59,0.3600177588286223,0.46064814814814814,0.3548848458698818,0.48660714285714285,2024-12-01 21:22:23.498362
60,0.3596116425814452,0.4548611111111111,0.35450891086033415,0.5089285714285714,2024-12-01 21:22:23.498362
61,0.3608734475241767,0.4479166666666667,0.35669585849557606,0.47767857142857145,2024-12-01 21:22:23.498362
62,0.35925290871549537,0.46875,0.35030906541006906,0.5111607142857143,2024-12-01 21:22:23.498362
63,0.35713819331592983,0.45023148148148145,0.3504543091569628,0.49330357142857145,2024-12-01 21:22:23.498362
64,0.3578763593126226,0.4652777777777778,0.3540189244917461,0.49107142857142855,2024-12-01 21:22:23.498362
65,0.3560100252981539,0.4699074074074074,0.35304691536085947,0.4888392857142857,2024-12-01 21:22:23.498362
66,0.35744892998977945,0.45023148148148145,0.34757559852940695,0.4955357142857143,2024-12-01 21:22:23.498362
67,0.3537131150563558,0.46875,0.34506993208612713,0.5022321428571429,2024-12-01 21:22:23.498362
68,0.35528425375620526,0.4710648148148148,0.34668317437171936,0.5022321428571429,2024-12-01 21:22:23.498362
69,0.3541772453873246,0.47685185185185186,0.34804711597306387,0.48660714285714285,2024-12-01 21:22:23.498362
70,0.349881813482002,0.5046296296296297,0.3453820411648069,0.5200892857142857,2024-12-01 21:22:23.498362
71,0.3515868197988581,0.4837962962962963,0.34491985397679464,0.5334821428571429,2024-12-01 21:22:23.498362
72,0.34869504857946326,0.5092592592592593,0.34732532501220703,0.5022321428571429,2024-12-01 21:22:23.498362
73,0.35332234810899804,0.4791666666666667,0.3415846271174295,0.5334821428571429,2024-12-01 21:22:23.498362
74,0.3517714264216246,0.47685185185185186,0.33735015775476185,0.5357142857142857,2024-12-01 21:22:23.498362
75,0.35039018591245014,0.4826388888888889,0.3417245490210397,0.5133928571428571,2024-12-01 21:22:23.498362
76,0.34887563078491773,0.47800925925925924,0.3428886277335031,0.5044642857142857,2024-12-01 21:22:23.498362
77,0.34678752223650616,0.49189814814814814,0.34524951449462343,0.5111607142857143,2024-12-01 21:22:23.498362
78,0.3456470204724206,0.48726851851851855,0.34221172971384867,0.5133928571428571,2024-12-01 21:22:23.498362
79,0.3460372377324987,0.49421296296296297,0.33806408303124563,0.5111607142857143,2024-12-01 21:22:23.498362
80,0.3471415020801403,0.49074074074074076,0.33681420981884,0.5424107142857143,2024-12-01 21:22:23.498362
81,0.3422873825938613,0.5162037037037037,0.3402061036654881,0.515625,2024-12-01 21:22:23.498362
82,0.3445971541934543,0.5,0.33618531482560293,0.5424107142857143,2024-12-01 21:22:23.498362
83,0.34241827328999835,0.49421296296296297,0.3383113976035799,0.5379464285714286,2024-12-01 21:22:23.498362
84,0.34284310870700413,0.47685185185185186,0.3353458366223744,0.5379464285714286,2024-12-01 21:22:23.498362
